sol,easting,northing,elevation,latitude,longitude
4464,8143827.643,-283884.212,-3715.22,-4.845910478,137.391298198
4466,8143834.581,-283903.057,-3713.34,-4.846232126,137.391415246
4469,8143840.601,-283936.868,-3709.46,-4.846809217,137.391516807
4471,8143830.001,-283952.87,-3709.15,-4.847082341,137.391337979
4473,8143824.938,-283975.103,-3707.78,-4.847461817,137.391252563
4478,8143825.525,-283975.169,-3707.74,-4.847462943,137.391262466
4480,8143804.295,-283982.459,-3707.34,-4.84758737,137.390904303
4483,8143789.7,-284002.327,-3704.98,-4.84792648,137.390658076
4484,8143791.409,-284019.809,-3703.39,-4.848224865,137.390686908
4487,8143798.265,-284050.296,-3699.51,-4.848745221,137.390802573
4489,8143793.958,-284068.632,-3697.62,-4.849058182,137.390729911
4491,8143802.387,-284091.486,-3694.82,-4.849448257,137.390872114
4493,8143783.183,-284110.591,-3694.02,-4.849774343,137.390548131
4496,8143752.517,-284138.9,-3690.39,-4.850257525,137.390030777
4498,8143745.073,-284139.645,-3689.7,-4.850270241,137.389905192
4500,8143725.758,-284137.298,-3689.38,-4.850230182,137.389579336
4503,8143695.963,-284125.241,-3688.38,-4.850024391,137.389076676
4505,8143683.63,-284116.074,-3690.61,-4.849867928,137.388868611
4507,8143648.487,-284153.713,-3690.23,-4.850510355,137.388275728
4510,8143643.341,-284206.309,-3681.87,-4.85140807,137.388188911
4512,8143645.698,-284224.757,-3679.78,-4.851722943,137.388228675
4514,8143627.013,-284265.756,-3673.43,-4.852422719,137.387913448
4516,8143627.178,-284282.506,-3670.21,-4.85270861,137.387916232
4518,8143624.514,-284287.346,-3669.21,-4.85279122,137.387871289
4523,8143617.164,-284305.78,-3666.03,-4.853105853,137.38774729
4526,8143615.364,-284333.918,-3662.16,-4.853586116,137.387716923
4527,8143602.893,-284353.39,-3660.61,-4.853918467,137.387506529
4530,8143576.878,-284364.963,-3659.68,-4.854115996,137.38706764
4532,8143552.09,-284370.185,-3658.37,-4.854205126,137.386649452
4534,8143539.442,-284377.334,-3657.81,-4.854327146,137.386436072
4537,8143525.451,-284387.362,-3655.81,-4.854498305,137.386200036
4539,8143508.892,-284389.092,-3654.98,-4.854527833,137.385920675
4541,8143509.198,-284389.083,-3655.05,-4.854527679,137.385925838
4544,8143493.652,-284397.63,-3654.59,-4.85467356,137.385663567
4546,8143454.896,-284415.721,-3653.37,-4.85498234,137.38500973
4548,8143397.716,-284447,-3650.88,-4.855516213,137.384045069
4552,8143369.718,-284475.277,-3648.35,-4.855998848,137.383572726
4554,8143361.68,-284501.604,-3645.61,-4.856448201,137.38343712
4558,8143365.353,-284507.384,-3646.9,-4.856546855,137.383499086
4560,8143367.862,-284509.493,-3647.21,-4.856582851,137.383541414
4571,8143334.999,-284542.666,-3643.94,-4.857149052,137.382986995
4573,8143307.139,-284587.534,-3644.2,-4.857914864,137.38251698
4575,8143283.206,-284631.667,-3644.42,-4.858668131,137.382113216
4578,8143259.032,-284632.984,-3645.48,-4.85869061,137.381705386
4580,8143232.113,-284656.443,-3643.84,-4.859091011,137.381251246
4582,8143232.195,-284657.622,-3643.77,-4.859111134,137.38125263
4585,8143220.363,-284670.749,-3644.04,-4.859335187,137.381053017
4587,8143204.78,-284680.734,-3643.47,-4.859505612,137.380790122
4588,8143193.222,-284662.565,-3645.33,-4.859195502,137.380595132
4591,8143184.61,-284667.312,-3644.71,-4.859276524,137.380449842
4594,8143183.545,-284694.179,-3642.5,-4.859735093,137.380431875
4596,8143162.349,-284732.28,-3640.56,-4.860385405,137.380074285
4598,8143143.461,-284756.596,-3635.79,-4.860800434,137.379755633
4600,8143139.321,-284766.85,-3632.81,-4.86097545,137.379685789
4602,8143135.643,-284777.388,-3630.77,-4.861155314,137.379623739
4605,8143131.699,-284781.339,-3631.57,-4.86122275,137.379557201
4609,8143117.662,-284799.519,-3624.36,-4.861533048,137.379320389
4612,8143116.209,-284811.667,-3623.48,-4.861740392,137.379295876
4614,8143125.209,-284827.134,-3622.59,-4.862004384,137.379447711
4616,8143129.77,-284841.759,-3620.63,-4.862254005,137.379524658
4618,8143130.43,-284844.267,-3620.47,-4.862296812,137.379535793
4621,8143129.051,-284839.456,-3620.27,-4.862214697,137.379512528
4623,8143153.043,-284843.605,-3621.6,-4.862285513,137.379917288
4625,8143143.62,-284865.846,-3617.5,-4.862665125,137.379758316
4628,8143125.951,-284873.613,-3613.7,-4.862797693,137.379460229
4629,8143141.528,-284884.083,-3613.97,-4.862976396,137.379723023
4633,8143138.615,-284901.342,-3611.19,-4.863270974,137.379673879
4634,8143105.591,-284895.308,-3609.95,-4.863167986,137.379116744
4636,8143118.71,-284906.1,-3607.13,-4.863352185,137.379338069
4639,8143117.469,-284906.994,-3606.32,-4.863367443,137.379317133
4641,8143119.635,-284915.126,-3607.74,-4.863506241,137.379353674
4643,8143123.096,-284921.409,-3605.46,-4.86361348,137.379412064
4647,8143146.811,-284926.988,-3610.32,-4.863708703,137.37981215
4650,8143148.57,-284927.117,-3610.5,-4.863710905,137.379841825
4653,8143151.792,-284938.228,-3608.09,-4.863900549,137.379896182
4655,8143151.757,-284943.448,-3607.81,-4.863989644,137.379895592
4660,8143161.524,-284960.27,-3605.68,-4.864276764,137.380060367
4662,8143169.169,-284970.671,-3606,-4.864454289,137.380189343
4664,8143172.697,-284988.312,-3605.16,-4.864755388,137.380248862
4667,8143188.021,-284994.125,-3604.63,-4.864854605,137.380507388
4669,8143210.284,-284995.841,-3606.5,-4.864883894,137.380882978
4671,8143233.195,-285008.811,-3608.25,-4.865105267,137.3812695
4673,8143250.985,-285035.19,-3606.54,-4.865555507,137.381569628
4677,8143258.134,-285034.969,-3606.82,-4.865551735,137.381690236
4680,8143231.833,-285008.837,-3607.67,-4.865105711,137.381246523
4684,8143218.274,-284993.396,-3608.27,-4.864842162,137.381017774
4687,8143219.316,-284983.212,-3610.94,-4.864668341,137.381035353
4709,8143220.156,-284992.705,-3608.66,-4.864830368,137.381049525
